std_smiles,pchembl_median,n_measurements,any_units,any_mol_id,log_ic50_m,log_ic50_nM,target_chembl_id,target_name,leak_exact,leak_tani,leak_any
CCCCCCCCCC(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,6.11,2,nM,CHEMBL2016607,-6.11,2.8899999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCCCCCCCC(=O)NCCCN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,5.84,2,nM,CHEMBL2016625,-5.84,3.16,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCCCCCCCC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,5.05,2,nM,CHEMBL2016614,-5.05,3.95,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,4.7,1,nM,CHEMBL633,-4.7,4.3,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN(CCC)CC1COc2cccc(OC)c2C1,5.59,1,nM,CHEMBL11262,-5.59,3.41,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,8.0,1,nM,CHEMBL11592,-8.0,1.0,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)CC1COc2cccc(OC)c2C1,5.75,1,nM,CHEMBL417608,-5.75,3.25,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN1CCC(COc2nc3ccccc3c3c2CCCN3)CC1,5.47,1,nM,CHEMBL35226,-5.47,3.5300000000000002,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,8.58,1,nM,CHEMBL240773,-8.58,0.41999999999999993,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,6.96,1,nM,CHEMBL531,-6.96,2.04,CHEMBL217,dopamine_D2_receptor,False,False,False
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,5.43,1,nM,CHEMBL1086756,-5.43,3.5700000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.54,1,nM,CHEMBL157138,-8.54,0.46000000000000085,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,5.8,1,nM,CHEMBL584554,-5.8,3.2,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN(CC)C(=S)SSC(=S)N(CC)CC,4.64,1,nM,CHEMBL964,-4.64,4.36,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,6.9,1,nM,CHEMBL86,-6.9,2.0999999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,5.91,1,nM,CHEMBL84158,-5.91,3.09,CHEMBL217,dopamine_D2_receptor,False,False,False
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,6.06,1,nM,CHEMBL22242,-6.06,2.9400000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,5.28,1,nM,CHEMBL201019,-5.28,3.7199999999999998,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,5.54,1,nM,CHEMBL113956,-5.54,3.46,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,5.4,1,nM,CHEMBL1807825,-5.4,3.5999999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,5.9,1,nM,CHEMBL1945290,-5.9,3.0999999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,5.82,1,nM,CHEMBL259199,-5.82,3.1799999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,6.85,1,nM,CHEMBL406221,-6.85,2.1500000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,6.0,1,nM,CHEMBL260907,-6.0,3.0,CHEMBL217,dopamine_D2_receptor,False,False,False
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,6.08,1,nM,CHEMBL1201356,-6.08,2.92,CHEMBL217,dopamine_D2_receptor,False,False,False
CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,6.8,1,nM,CHEMBL1221512,-6.8,2.2,CHEMBL217,dopamine_D2_receptor,False,False,False
CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,5.6,1,nM,CHEMBL1807824,-5.6,3.4000000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CCc1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(OC)c(OC)c1-2,7.55,2,nM,CHEMBL4439029,-7.55,1.4500000000000002,CHEMBL217,dopamine_D2_receptor,False,False,False
CCc1ccc2c3c1CCN(C)[C@H]3Cc1ccc(OC)c(OC)c1-2,7.39,2,nM,CHEMBL4442011,-7.39,1.6100000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C(=O)/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1,5.15,1,nM,CHEMBL325063,-5.15,3.8499999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C(=O)C#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1,5.31,1,nM,CHEMBL111964,-5.31,3.6900000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cccc(Cl)c3C2)CC1,7.15,1,nM,CHEMBL4451797,-7.15,1.8499999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,6.35,1,nM,CHEMBL314107,-6.35,2.6500000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1,8.06,2,nM,CHEMBL315772,-8.06,0.9399999999999995,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,7.44,1,nM,CHEMBL84931,-7.44,1.5599999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,6.06,3,nM,CHEMBL83658,-6.06,2.9400000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,5.72,1,nM,CHEMBL331077,-5.72,3.2800000000000002,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,5.02,1,nM,CHEMBL313189,-5.02,3.9800000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCC=C1c2ccccc2CCc2ccccc21,6.0,1,nM,CHEMBL629,-6.0,3.0,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,6.38,1,nM,CHEMBL415,-6.38,2.62,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCCN1c2ccccc2CCc2ccccc21,6.39,1,nM,CHEMBL11,-6.39,2.6100000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.595,2,nM,CHEMBL71,-7.595,1.4050000000000002,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)CCCN1c2ccccc2Sc2ccccc21,6.3,1,nM,CHEMBL564,-6.3,2.7,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)[nH]c2ccccc12,6.51,1,nM,CHEMBL3323019,-6.51,2.49,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)nc2ccccn12,6.66,1,nM,CHEMBL3323112,-6.66,2.34,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.5,1,nM,CHEMBL64894,-5.5,3.5,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(CC#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1,5.39,1,nM,CHEMBL112957,-5.39,3.6100000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(CC(=O)NC(C)(C)C)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,5.81,1,nM,CHEMBL5274482,-5.81,3.1900000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(CC(=O)NC1CCCCC1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,8.54,1,nM,CHEMBL5268231,-8.54,0.46000000000000085,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(CC(=O)NCc1ccccc1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,8.34,1,nM,CHEMBL5278239,-8.34,0.6600000000000001,CHEMBL217,dopamine_D2_receptor,False,False,False
CN(CCOCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)CCc1ccccc1,5.6,1,nM,CHEMBL1807874,-5.6,3.4000000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,6.79,1,nM,CHEMBL516,-6.79,2.21,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,6.87,1,nM,CHEMBL1626,-6.87,2.13,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC(C)(C)C)C1,5.83,1,nM,CHEMBL5278254,-5.83,3.17,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC2CCCCC2)C1,8.78,1,nM,CHEMBL5270832,-8.78,0.22000000000000064,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NCc2ccccc2)C1,8.96,1,nM,CHEMBL5273430,-8.96,0.03999999999999915,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,5.665,2,nM,CHEMBL2016608,-5.665,3.335,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)N3CCN(C(=O)CCC(=O)NN4c5ccc(Cl)cc5N=C(N5CCN(C)CC5)c5ccccc54)CC3)c3ccccc32)CC1,5.79,2,nM,CHEMBL2016622,-5.79,3.21,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)OCCOC(=O)CCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,5.62,2,nM,CHEMBL2016624,-5.62,3.38,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCC(=O)N3CCN(C(=O)CCCC(=O)N4CCN(C(=O)CCCC(=O)NN5c6ccc(Cl)cc6N=C(N6CCN(C)CC6)c6ccccc65)CC4)CC3)c3ccccc32)CC1,5.58,2,nM,CHEMBL2016623,-5.58,3.42,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,5.6850000000000005,2,nM,CHEMBL2016615,-5.6850000000000005,3.3149999999999995,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,5.61,2,nM,CHEMBL2016616,-5.61,3.3899999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,7.52,1,nM,CHEMBL70319,-7.52,1.4800000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,6.69,8,nM,CHEMBL42,-6.69,2.3099999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,7.47,1,nM,CHEMBL415300,-7.47,1.5300000000000002,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,6.85,1,nM,CHEMBL72292,-6.85,2.1500000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,7.27,1,nM,CHEMBL831,-7.27,1.7300000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,7.28,1,nM,CHEMBL430798,-7.28,1.7199999999999998,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(C2=Nc3ccccc3Sc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,7.64,1,nM,CHEMBL73589,-7.64,1.3600000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.96,1,nM,CHEMBL728,-7.96,1.04,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,8.440000000000001,2,nM,CHEMBL3306803,-8.440000000000001,0.5599999999999987,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCN2c3ccccc3Cc3ccccc3C2C1,5.15,2,nM,CHEMBL6437,-5.15,3.8499999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,6.93,1,nM,CHEMBL53,-6.93,2.0700000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.36,1,nM,CHEMBL3134064,-5.36,3.6399999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.27,1,nM,CHEMBL3134065,-5.27,3.7300000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.44,1,nM,CHEMBL3134066,-5.44,3.5599999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.87,1,nM,CHEMBL3134067,-5.87,3.13,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,6.74,1,nM,CHEMBL3134068,-6.74,2.26,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.57,1,nM,CHEMBL3134070,-5.57,3.4299999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,5.81,1,nM,CHEMBL3134071,-5.81,3.1900000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCNC(=O)OC(C)(C)C)c(O)c1-3,5.18,1,nM,CHEMBL3134063,-5.18,3.8200000000000003,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,8.37,1,nM,CHEMBL442,-8.37,0.6300000000000008,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.05,1,nM,CHEMBL1732,-8.05,0.9499999999999993,CHEMBL217,dopamine_D2_receptor,False,False,False
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,7.2,1,nM,CHEMBL19215,-7.2,1.7999999999999998,CHEMBL217,dopamine_D2_receptor,False,False,False
CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,5.67,1,nM,CHEMBL115222,-5.67,3.33,CHEMBL217,dopamine_D2_receptor,False,False,False
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,5.77,1,nM,CHEMBL81485,-5.77,3.2300000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
CNCCCC12CCC(c3ccccc31)c1ccccc12,5.46,1,nM,CHEMBL21731,-5.46,3.54,CHEMBL217,dopamine_D2_receptor,False,False,False
CNC[C@@H]1OCCc2ccsc21,4.62,1,nM,CHEMBL4650337,-4.62,4.38,CHEMBL217,dopamine_D2_receptor,False,False,False
CNc1cc[n+](CCNC(=O)c2ccn3c(-c4c(C)noc4C)cnc3c2)cc1,5.85,1,nM,CHEMBL5410211,-5.85,3.1500000000000004,CHEMBL217,dopamine_D2_receptor,False,False,False
COC(=O)CN(CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1)CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1,7.82,1,nM,CHEMBL4515776,-7.82,1.1799999999999997,CHEMBL217,dopamine_D2_receptor,False,False,False
COC(=O)CN(CC(=O)NCCOCCOCCNC(C)=O)CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1,6.55,1,nM,CHEMBL4542935,-6.55,2.45,CHEMBL217,dopamine_D2_receptor,False,False,False
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,5.69,1,nM,CHEMBL15245,-5.69,3.3099999999999996,CHEMBL217,dopamine_D2_receptor,False,False,False
