std_smiles,pchembl_median,n_measurements,any_units,any_mol_id,log_ic50_m,log_ic50_nM,target_chembl_id,target_name,leak_exact,leak_tani,leak_any
O=C(/C=C/c1cn(S(=O)(=O)c2ccccc2[N+](=O)[O-])c2ccccc12)c1ccncc1,4.44,1,nM,CHEMBL4167235,-4.44,4.56,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSC(=S)NN1CCCCC1)NCc1ccc2c(c1)OCO2,9.19,1,nM,CHEMBL4089189,-9.19,-0.1899999999999995,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSC(=S)NN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)NCc1ccc2c(c1)OCO2,9.1,1,nM,CHEMBL4090426,-9.1,-0.09999999999999964,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSC(=S)NN1CCN(c2ncccn2)CC1)NCc1ccc2c(c1)OCO2,9.07,1,nM,CHEMBL4069396,-9.07,-0.07000000000000028,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSC(=S)NN1CCOCC1)NCc1ccc2c(c1)OCO2,9.54,1,nM,CHEMBL4081323,-9.54,-0.5399999999999991,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSC(=S)NN1CCSCC1)NCc1ccc2c(c1)OCO2,9.47,1,nM,CHEMBL4099344,-9.47,-0.47000000000000064,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Br)cc2)o1,9.39,1,nM,CHEMBL4075535,-9.39,-0.39000000000000057,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2)o1,9.72,1,nM,CHEMBL4100496,-9.72,-0.7200000000000006,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2Cl)o1,9.41,1,nM,CHEMBL4097972,-9.41,-0.41000000000000014,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2cccc(Cl)c2)o1,9.28,1,nM,CHEMBL4064130,-9.28,-0.27999999999999936,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,9.33,1,nM,CHEMBL4072122,-9.33,-0.33000000000000007,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccccc2Cl)o1,9.82,1,nM,CHEMBL4105008,-9.82,-0.8200000000000003,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1,9.47,1,nM,CHEMBL4073678,-9.47,-0.47000000000000064,CHEMBL205,carbonic_anhydrase_II,True,True,True
O=C(NC1CCCC1)P(=O)(O)O,5.13,1,nM,CHEMBL316997,-5.13,3.87,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NC1CCCCC1)P(=O)(O)O,5.05,1,nM,CHEMBL329784,-5.05,3.95,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NC1CCCCCCC1)P(=O)(O)O,5.1,1,nM,CHEMBL97709,-5.1,3.9000000000000004,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCC1CCCCC1)P(=O)(O)O,5.04,1,nM,CHEMBL97951,-5.04,3.96,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,7.0,1,nM,CHEMBL2172744,-7.0,2.0,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,6.51,1,nM,CHEMBL2170080,-6.51,2.49,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCCCNC(=O)P(=O)(O)O)P(=O)(O)O,5.05,1,nM,CHEMBL2172748,-5.05,3.95,CHEMBL205,carbonic_anhydrase_II,False,False,False
O=C(NCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,7.0,1,nM,CHEMBL2170079,-7.0,2.0,CHEMBL205,carbonic_anhydrase_II,False,False,False
